fixture_id,league_id,season,round,home_attack,home_defense,away_attack,away_defense,home_goals_scored_lastN,home_goals_conceded_lastN,away_goals_scored_lastN,away_goals_conceded_lastN,home_days_since_last_match,away_days_since_last_match,home_goals,away_goals
877986,140,2022,5,1.2,1.4,1.1,1.2,0.5046013783670034,1.035375,1.8876272997835497,0.6677718460648148,6.0,5.708333333333333,2,1
881837,135,2022,6,2.0,0.7,0.8,1.7,1.2427422395833334,1.5937824404761904,1.382367322716346,0.9082365744324046,6.760416666666667,6.0,1,0
877985,140,2022,5,1.4,1.8,1.2,1.4,0.863512632704597,0.7578990425084176,0.4920310271836008,1.4763182539682542,6.0,6.802083333333333,2,3
881833,135,2022,6,1.9,1.1,1.1,1.1,1.1277604969978423,1.5724086364564762,1.0349870716089464,0.8213353702465833,7.0,4.885416666666667,1,0
877990,140,2022,5,0.8,1.4,1.8,0.5,0.0,1.9899627705627703,1.3543655591866377,0.2855125,7.895833333333333,6.895833333333333,0,4
881838,135,2022,6,0.6,1.9,1.7,1.1,1.1087586805555556,1.0719420160388717,1.36454373328877,0.8439785499636459,6.114583333333333,7.114583333333333,1,2
877982,140,2022,5,1.8,0.9,1.1,1.4,0.8820103202160494,0.6331816907051281,1.5766729797979797,0.6168068877551021,7.104166666666667,8.0,4,1
881830,135,2022,6,1.7,1.3,0.9,1.8,1.1295300242166242,0.2603198696524064,0.9506241792929292,0.7742303868691615,5.75,7.0,1,1
877991,140,2022,5,2.0,0.9,1.0,1.1,1.1051018827985741,1.115344276094276,0.8903369318181817,0.5473986742424242,7.90625,8.0,4,1
881836,135,2022,6,0.9,1.2,1.3,1.4,0.8581350063131312,0.9078600946762028,0.27284346590909087,1.5603730744684237,5.760416666666667,5.854166666666667,1,1
881831,135,2022,6,1.4,1.3,1.4,1.1,0.7720685555628501,1.5359723732481774,0.6300165054563491,0.9574385732323232,7.0,8.0,2,1
881839,135,2022,6,1.2,1.6,1.2,1.3,0.2720661394505719,0.5836309374999998,2.294394270833333,0.5276058823529413,7.104166666666667,6.760416666666667,1,3
877989,140,2022,5,0.8,1.8,1.2,1.1,0.13645818014705885,1.2900789930555554,0.8086688368055557,0.2852272727272727,6.90625,7.0,1,4
881835,135,2022,6,1.6,0.8,0.9,1.5,1.0421810163726075,1.501040750802788,1.6096429850668337,1.2102476970996732,7.885416666666667,7.0,2,0
877984,140,2022,5,0.9,1.2,1.3,0.9,0.5540011574074074,2.4518175978535353,0.972324275030525,0.729371913580247,6.895833333333333,8.0,2,1
881834,135,2022,6,1.5,0.9,1.3,1.6,0.9152653186970809,0.5193541666666666,1.0129529741513545,0.8029744140624998,8.239583333333334,6.09375,2,2
877983,140,2022,5,1.2,1.1,1.6,1.1,1.382883496422559,0.5680301136363637,1.2479572865604573,0.0,8.197916666666666,7.104166666666667,1,0
881832,135,2022,6,1.0,1.3,1.3,1.0,0.9154286458333332,1.1650775571683922,0.8073469835069443,1.62584625,7.09375,8.0,1,2
877987,140,2022,5,1.3,1.7,1.0,1.1,0.6876354166666667,0.7662446589052289,1.384982142857143,0.8101642992424243,7.0,8.291666666666666,0,1
881846,135,2022,7,1.3,1.6,0.9,1.2,1.4272228520017989,0.8967250358072916,0.9147321985479797,0.8784103435908138,5.0,5.239583333333333,1,2
868016,39,2022,8,1.3,1.2,0.9,1.9,0.8224503323620822,1.2257879878312106,0.9683133846223674,0.8904759795321637,13.104166666666666,13.208333333333334,1,0
868023,39,2022,8,1.0,1.8,1.4,1.4,0.6775200301535087,1.5746422183641975,1.1146927143414185,0.8939915131113563,13.208333333333334,13.208333333333334,2,3
877998,140,2022,6,0.9,1.7,0.8,1.4,0.630957914624183,0.8933207784415852,0.0,1.990698023088023,7.0,6.104166666666667,0,1
868025,39,2022,8,0.8,1.5,2.5,0.9,0.7166882291013992,0.2973085555555555,1.2056836929197994,1.1017501084563581,13.895833333333334,13.791666666666666,0,3
878001,140,2022,6,1.0,1.1,1.3,1.7,1.0667745612373736,1.1544455018939392,0.4469630208333334,0.7564413812295752,6.0,4.708333333333333,1,0
881840,135,2022,7,1.4,1.3,1.0,1.3,1.0859354702067616,1.2454974272267,1.0447786197916664,1.289548932869514,6.0,4.760416666666667,0,1
868022,39,2022,8,1.8,0.9,1.0,1.9,0.5817926813271606,0.832571638888889,1.1029354479166666,1.1888937164759725,14.0,14.0,1,1
877994,140,2022,6,1.8,0.5,0.8,1.8,1.5775598356935367,0.18558312500000002,0.5878455443683155,1.6519772714120369,6.90625,6.0,3,0
881847,135,2022,7,0.8,1.7,0.6,1.9,0.8985387597656249,0.7226331851457688,1.4021325363005048,0.9752452825614896,7.125,6.885416666666667,2,1
868024,39,2022,8,1.8,1.7,1.3,1.8,0.9776582286590318,0.5936382982768864,1.0713295294672434,1.4558375777007937,14.104166666666666,13.145833333333334,6,2
877996,140,2022,6,1.1,1.2,1.1,1.4,1.51218501758658,1.044121144386574,1.4685243055555555,1.0981466992630384,7.1875,6.895833333333333,3,0
881848,135,2022,7,1.1,1.1,1.2,1.6,0.6727415965458152,0.7490593782200877,0.46514427269415376,1.0820944843749998,7.114583333333333,6.239583333333333,0,1
877992,140,2022,6,1.2,1.1,1.2,1.4,1.339060669849537,0.6845454545454545,0.9380603403829966,0.9582210227272727,6.197916666666667,7.291666666666667,3,2
881849,135,2022,7,1.2,1.3,1.9,1.1,2.1940906510416665,0.6312451055806938,0.9482357106084062,1.0220656136967097,6.895833333333333,7.770833333333333,3,1
