fixture_id,league_id,season,round,home_team_id,away_team_id,home_attack,home_defense,away_attack,away_defense,home_goals_scored_lastN,home_goals_conceded_lastN,away_goals_scored_lastN,away_goals_conceded_lastN,home_days_since_last_match,away_days_since_last_match,home_motivation,away_motivation,is_knockout,home_goals,away_goals,home_attack_after,home_defense_after,away_attack_after,away_defense_after,home_goals_scored_lastN_after,home_goals_conceded_lastN_after,away_goals_scored_lastN_after,away_goals_conceded_lastN_after,home_motivation_raw,away_motivation_raw
836223,98,2022,Regular Season - 3,282,289,0.5,0.5,0.5,1.5,7.0,7.0,5.915,6.504375000000001,8.041666666666666,3.8541666666666665,0.7642226404169079,0.37878184713375795,False,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,1.4,5.0810344827586205,6.143103448275862,5.437853448275862,4.758878232758621,1.5,1.0
847373,73,2022,2nd Round,15617,128,2.0,0.0,3.0,0.0,1.5930814747382793,0.0,0.8875739644970413,0.0,12.25,14.104166666666666,0.6152051331907447,0.6152051331907447,True,1.0,1.0,1.5,0.5,2.0,0.5,8.035502958579881,7.0,7.576923076923077,7.0,2.0,2.0
847374,73,2022,2nd Round,137,1193,0.0,0.0,2.0,0.0,0.0,0.0,0.9861932938856016,0.0,14.208333333333334,14.104166666666666,0.6152051331907447,0.6152051331907447,True,2.0,2.0,1.0,1.0,2.0,1.0,14.0,14.0,14.64102564102564,14.0,2.0,2.0
847375,73,2022,2nd Round,12939,7848,1.0,0.0,3.0,2.0,0.5177514792899407,0.0,1.960059171597633,1.306706114398422,15.0,7.895833333333333,0.6152051331907447,0.6152051331907447,True,1.0,0.0,1.0,0.0,1.5,1.5,0.5302884615384614,0.0,1.2740384615384615,1.0431089743589743,2.0,2.0
847376,73,2022,2nd Round,1224,133,0.0,0.0,1.0,0.0,0.0,0.0,0.6492439184746877,0.0,7.041666666666667,7.0,0.6152051331907447,0.6152051331907447,True,1.0,1.0,0.5,0.5,1.0,0.5,7.0,7.0,7.422008547008547,7.0,2.0,2.0
847377,73,2022,2nd Round,13084,147,2.0,0.0,5.0,2.0,1.3226592412112774,0.0,3.169907016060862,1.2679628064243447,10.104166666666666,15.104166666666666,0.6152051331907447,0.6152051331907447,True,1.0,1.0,1.5,0.5,3.0,1.5,0.9551830522418758,7.0,9.06043956043956,0.9196303696303695,2.0,2.0
847378,73,2022,2nd Round,145,7771,1.0,1.0,2.0,0.0,0.7692307692307692,0.7692307692307692,1.365498406918525,0.0,17.104166666666668,8.25,0.6152051331907447,0.6152051331907447,True,1.0,2.0,1.0,1.5,2.0,0.5,7.5,0.8811111111111111,1.2686850756081522,7.0,2.0,2.0
836224,98,2022,Regular Season - 4,289,290,0.6,1.4,1.3333333333333333,1.0,5.437853448275862,4.758878232758621,1.0218364197530865,0.5354166666666668,5.125,5.166666666666667,0.9399790098436596,0.9395990156340475,False,0.0,2.0,0.5,1.5,1.5,0.75,3.5346047413793107,3.518270851293104,1.0891936728395062,0.3480208333333334,2.0,2.0
836227,98,2022,Regular Season - 4,280,293,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,3.681212121212121,0.9763131313131314,0.9929055555555555,0.7780833333333332,7.0,5.958333333333333,0.600408946149392,0.9395990156340475,False,1.0,1.0,1.75,1.25,1.25,1.5,2.511336265884653,0.856881761159987,0.8676668369175627,0.6243025537634408,1.3333,2.0
836225,98,2022,Regular Season - 4,279,296,0.6666666666666666,0.6666666666666666,2.2,1.4,4.675000000000001,4.675000000000001,11.390786931818184,0.40947291666666663,6.0,6.0,0.9399790098436596,0.9395990156340475,False,1.0,1.0,0.75,0.75,2.0,1.3333333333333333,3.4606250000000007,3.30721590909091,7.672477414772729,0.6880323958333334,2.0,2.0
836226,98,2022,Regular Season - 4,283,291,1.0,1.3333333333333333,1.0,1.3333333333333333,0.7040909090909091,0.7963636363636364,5.0,7.596927083333333,6.0,5.916666666666667,0.9399790098436596,0.7643674001158077,False,1.0,3.0,1.0,1.75,1.5,1.25,0.7519772727272727,1.400590909090909,4.132954545454545,5.232320785984848,2.0,1.5
836229,98,2022,Regular Season - 4,284,302,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,4.55,5.791880341880342,0.6899826388888888,7.816666666666666,6.0,7.041666666666667,0.7642226404169079,0.7643674001158077,False,1.0,1.0,0.5,1.5,1.0,1.5,3.6801470588235294,4.005604575163399,0.6893710682189541,5.803480392156863,1.5,1.5
836228,98,2022,Regular Season - 4,292,282,0.5,0.5,0.6666666666666666,0.6666666666666666,7.0,0.5,5.0810344827586205,6.143103448275862,5.958333333333333,5.958333333333333,0.7642226404169079,0.37878184713375795,False,2.0,1.0,1.0,0.6666666666666666,0.75,1.0,6.949999999999999,1.525,4.502672413793103,6.39301724137931,1.5,1.0
836230,98,2022,Regular Season - 4,281,316,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6895833333333333,5.103086419753086,0.125,0.125,6.041666666666667,6.083333333333333,0.7642226404169079,0.9395990156340475,False,1.0,0.0,1.5,0.5,0.25,0.5,1.1744791666666665,3.317006172839506,0.08125,0.8074999999999999,1.5,2.0
